symptom_id,symptom_name,medical_term,category,body_system,severity_weight,urgency_level,common_aliases,description
SYM_00131,Chronic Weight Fluctuations (Core Temperature),Chronic Weight Fluctuations of Core Temperature,General & Systemic,General,9,Critical,"chronic weight fluctuations (core temperature); weight fluctuations; chronic weight fluctuations",Clinical symptom presentation manifesting as chronic weight fluctuations localized in the core temperature.
SYM_00132,Chronic Fluid Retention (Core Temperature),Chronic Fluid Retention of Core Temperature,General & Systemic,General,7,High,"chronic fluid retention (core temperature); fluid retention; chronic fluid retention",Clinical symptom presentation manifesting as chronic fluid retention localized in the core temperature.
SYM_00133,Chronic Sweating (Core Temperature),Chronic Sweating of Core Temperature,General & Systemic,General,5,Moderate,"chronic sweating (core temperature); sweating; chronic sweating",Clinical symptom presentation manifesting as chronic sweating localized in the core temperature.
SYM_00134,Chronic Chills (Core Temperature),Chronic Chills of Core Temperature,General & Systemic,General,3,Low,"chronic chills (core temperature); chills; chronic chills",Clinical symptom presentation manifesting as chronic chills localized in the core temperature.
SYM_00135,Chronic Malaise (Core Temperature),Chronic Malaise of Core Temperature,General & Systemic,General,1,Low,"chronic malaise (core temperature); malaise; chronic malaise",Clinical symptom presentation manifesting as chronic malaise localized in the core temperature.
SYM_00136,Chronic Restlessness (Core Temperature),Chronic Restlessness of Core Temperature,General & Systemic,General,8,Critical,"chronic restlessness (core temperature); restlessness; chronic restlessness",Clinical symptom presentation manifesting as chronic restlessness localized in the core temperature.
SYM_00137,Chronic Stamina Drop (Core Temperature),Chronic Stamina Drop of Core Temperature,General & Systemic,General,6,High,"chronic stamina drop (core temperature); stamina drop; chronic stamina drop",Clinical symptom presentation manifesting as chronic stamina drop localized in the core temperature.
SYM_00138,Chronic Dehydration (Core Temperature),Chronic Dehydration of Core Temperature,General & Systemic,General,4,Moderate,"chronic dehydration (core temperature); dehydration; chronic dehydration",Clinical symptom presentation manifesting as chronic dehydration localized in the core temperature.
SYM_00139,Chronic Faintness (Core Temperature),Chronic Faintness of Core Temperature,General & Systemic,General,2,Low,"chronic faintness (core temperature); faintness; chronic faintness",Clinical symptom presentation manifesting as chronic faintness localized in the core temperature.
SYM_00140,Chronic Shivering (Core Temperature),Chronic Shivering of Core Temperature,General & Systemic,General,9,Critical,"chronic shivering (core temperature); shivering; chronic shivering",Clinical symptom presentation manifesting as chronic shivering localized in the core temperature.
SYM_00141,Mild Fatigue (Whole Body),Mild Fatigue of Whole Body,General & Systemic,General,7,High,"mild fatigue (whole body); fatigue; mild fatigue",Clinical symptom presentation manifesting as mild fatigue localized in the whole body.
SYM_00142,Mild Weakness (Whole Body),Mild Weakness of Whole Body,General & Systemic,General,5,Moderate,"mild weakness (whole body); weakness; mild weakness",Clinical symptom presentation manifesting as mild weakness localized in the whole body.
SYM_00143,Mild Lethargy (Whole Body),Mild Lethargy of Whole Body,General & Systemic,General,3,Low,"mild lethargy (whole body); lethargy; mild lethargy",Clinical symptom presentation manifesting as mild lethargy localized in the whole body.
SYM_00144,Mild Temperature Spike (Whole Body),Mild Temperature Spike of Whole Body,General & Systemic,General,1,Low,"mild temperature spike (whole body); temperature spike; mild temperature spike",Clinical symptom presentation manifesting as mild temperature spike localized in the whole body.
SYM_00145,Mild Weight Fluctuations (Whole Body),Mild Weight Fluctuations of Whole Body,General & Systemic,General,8,Critical,"mild weight fluctuations (whole body); weight fluctuations; mild weight fluctuations",Clinical symptom presentation manifesting as mild weight fluctuations localized in the whole body.
SYM_00146,Mild Fluid Retention (Whole Body),Mild Fluid Retention of Whole Body,General & Systemic,General,6,High,"mild fluid retention (whole body); fluid retention; mild fluid retention",Clinical symptom presentation manifesting as mild fluid retention localized in the whole body.
SYM_00147,Mild Sweating (Whole Body),Mild Sweating of Whole Body,General & Systemic,General,4,Moderate,"mild sweating (whole body); sweating; mild sweating",Clinical symptom presentation manifesting as mild sweating localized in the whole body.
SYM_00148,Mild Chills (Whole Body),Mild Chills of Whole Body,General & Systemic,General,2,Low,"mild chills (whole body); chills; mild chills",Clinical symptom presentation manifesting as mild chills localized in the whole body.
SYM_00149,Mild Malaise (Whole Body),Mild Malaise of Whole Body,General & Systemic,General,9,Critical,"mild malaise (whole body); malaise; mild malaise",Clinical symptom presentation manifesting as mild malaise localized in the whole body.
SYM_00150,Mild Restlessness (Whole Body),Mild Restlessness of Whole Body,General & Systemic,General,7,High,"mild restlessness (whole body); restlessness; mild restlessness",Clinical symptom presentation manifesting as mild restlessness localized in the whole body.
SYM_00151,Mild Stamina Drop (Whole Body),Mild Stamina Drop of Whole Body,General & Systemic,General,5,Moderate,"mild stamina drop (whole body); stamina drop; mild stamina drop",Clinical symptom presentation manifesting as mild stamina drop localized in the whole body.
SYM_00152,Mild Dehydration (Whole Body),Mild Dehydration of Whole Body,General & Systemic,General,3,Low,"mild dehydration (whole body); dehydration; mild dehydration",Clinical symptom presentation manifesting as mild dehydration localized in the whole body.
SYM_00153,Mild Faintness (Whole Body),Mild Faintness of Whole Body,General & Systemic,General,1,Low,"mild faintness (whole body); faintness; mild faintness",Clinical symptom presentation manifesting as mild faintness localized in the whole body.
SYM_00154,Mild Shivering (Whole Body),Mild Shivering of Whole Body,General & Systemic,General,8,Critical,"mild shivering (whole body); shivering; mild shivering",Clinical symptom presentation manifesting as mild shivering localized in the whole body.
SYM_00155,Mild Fatigue (Upper Torso),Mild Fatigue of Upper Torso,General & Systemic,General,6,High,"mild fatigue (upper torso); fatigue; mild fatigue",Clinical symptom presentation manifesting as mild fatigue localized in the upper torso.
SYM_00156,Mild Weakness (Upper Torso),Mild Weakness of Upper Torso,General & Systemic,General,4,Moderate,"mild weakness (upper torso); weakness; mild weakness",Clinical symptom presentation manifesting as mild weakness localized in the upper torso.
SYM_00157,Mild Lethargy (Upper Torso),Mild Lethargy of Upper Torso,General & Systemic,General,2,Low,"mild lethargy (upper torso); lethargy; mild lethargy",Clinical symptom presentation manifesting as mild lethargy localized in the upper torso.
SYM_00158,Mild Temperature Spike (Upper Torso),Mild Temperature Spike of Upper Torso,General & Systemic,General,9,Critical,"mild temperature spike (upper torso); temperature spike; mild temperature spike",Clinical symptom presentation manifesting as mild temperature spike localized in the upper torso.
SYM_00159,Mild Weight Fluctuations (Upper Torso),Mild Weight Fluctuations of Upper Torso,General & Systemic,General,7,High,"mild weight fluctuations (upper torso); weight fluctuations; mild weight fluctuations",Clinical symptom presentation manifesting as mild weight fluctuations localized in the upper torso.
SYM_00160,Mild Fluid Retention (Upper Torso),Mild Fluid Retention of Upper Torso,General & Systemic,General,5,Moderate,"mild fluid retention (upper torso); fluid retention; mild fluid retention",Clinical symptom presentation manifesting as mild fluid retention localized in the upper torso.
SYM_00161,Mild Sweating (Upper Torso),Mild Sweating of Upper Torso,General & Systemic,General,3,Low,"mild sweating (upper torso); sweating; mild sweating",Clinical symptom presentation manifesting as mild sweating localized in the upper torso.
SYM_00162,Mild Chills (Upper Torso),Mild Chills of Upper Torso,General & Systemic,General,1,Low,"mild chills (upper torso); chills; mild chills",Clinical symptom presentation manifesting as mild chills localized in the upper torso.
SYM_00163,Mild Malaise (Upper Torso),Mild Malaise of Upper Torso,General & Systemic,General,8,Critical,"mild malaise (upper torso); malaise; mild malaise",Clinical symptom presentation manifesting as mild malaise localized in the upper torso.
SYM_00164,Mild Restlessness (Upper Torso),Mild Restlessness of Upper Torso,General & Systemic,General,6,High,"mild restlessness (upper torso); restlessness; mild restlessness",Clinical symptom presentation manifesting as mild restlessness localized in the upper torso.
SYM_00165,Mild Stamina Drop (Upper Torso),Mild Stamina Drop of Upper Torso,General & Systemic,General,4,Moderate,"mild stamina drop (upper torso); stamina drop; mild stamina drop",Clinical symptom presentation manifesting as mild stamina drop localized in the upper torso.
SYM_00166,Mild Dehydration (Upper Torso),Mild Dehydration of Upper Torso,General & Systemic,General,2,Low,"mild dehydration (upper torso); dehydration; mild dehydration",Clinical symptom presentation manifesting as mild dehydration localized in the upper torso.
SYM_00167,Mild Faintness (Upper Torso),Mild Faintness of Upper Torso,General & Systemic,General,9,Critical,"mild faintness (upper torso); faintness; mild faintness",Clinical symptom presentation manifesting as mild faintness localized in the upper torso.
SYM_00168,Mild Shivering (Upper Torso),Mild Shivering of Upper Torso,General & Systemic,General,7,High,"mild shivering (upper torso); shivering; mild shivering",Clinical symptom presentation manifesting as mild shivering localized in the upper torso.
SYM_00169,Mild Fatigue (Lower Extremities),Mild Fatigue of Lower Extremities,General & Systemic,General,5,Moderate,"mild fatigue (lower extremities); fatigue; mild fatigue",Clinical symptom presentation manifesting as mild fatigue localized in the lower extremities.
SYM_00170,Mild Weakness (Lower Extremities),Mild Weakness of Lower Extremities,General & Systemic,General,3,Low,"mild weakness (lower extremities); weakness; mild weakness",Clinical symptom presentation manifesting as mild weakness localized in the lower extremities.
SYM_00171,Mild Lethargy (Lower Extremities),Mild Lethargy of Lower Extremities,General & Systemic,General,1,Low,"mild lethargy (lower extremities); lethargy; mild lethargy",Clinical symptom presentation manifesting as mild lethargy localized in the lower extremities.
SYM_00172,Mild Temperature Spike (Lower Extremities),Mild Temperature Spike of Lower Extremities,General & Systemic,General,8,Critical,"mild temperature spike (lower extremities); temperature spike; mild temperature spike",Clinical symptom presentation manifesting as mild temperature spike localized in the lower extremities.
SYM_00173,Mild Weight Fluctuations (Lower Extremities),Mild Weight Fluctuations of Lower Extremities,General & Systemic,General,6,High,"mild weight fluctuations (lower extremities); weight fluctuations; mild weight fluctuations",Clinical symptom presentation manifesting as mild weight fluctuations localized in the lower extremities.
SYM_00174,Mild Fluid Retention (Lower Extremities),Mild Fluid Retention of Lower Extremities,General & Systemic,General,4,Moderate,"mild fluid retention (lower extremities); fluid retention; mild fluid retention",Clinical symptom presentation manifesting as mild fluid retention localized in the lower extremities.
