disease_id,disease_name,icd10_code,category,risk_level,severity,prevalence_rate,common_symptoms,key_diagnostic_markers,prevention_guidelines,diet_recommendations,exercise_recommendations,urgent_warning_signs
DIS_00051,Hypersensitivity Pneumonitis,Z61.6,Pulmonology & Respiratory Medicine,Low,Mild,"26 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Pulmonology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Hypersensitivity Pneumonitis.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00052,Sarcoidosis (Pulmonary),A62.7,Pulmonology & Respiratory Medicine,Critical,Severe,"29 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Pulmonology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Sarcoidosis (Pulmonary).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00053,Pneumothorax (Spontaneous),B63.8,Pulmonology & Respiratory Medicine,Low,Mild,"32 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Pulmonology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Pneumothorax (Spontaneous).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00054,Pleural Effusion (Exudative),C64.0,Pulmonology & Respiratory Medicine,Moderate,Moderate,"35 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Pulmonology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Pleural Effusion (Exudative).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00055,Aspiration Pneumonitis,D65.1,Pulmonology & Respiratory Medicine,High,Severe,"38 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Pulmonology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Aspiration Pneumonitis.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00056,Legionnaires Disease (Pneumonia),E66.2,Pulmonology & Respiratory Medicine,Moderate,Moderate,"41 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Pulmonology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Legionnaires Disease (Pneumonia).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00057,Mycoplasma Walking Pneumonia,F67.3,Pulmonology & Respiratory Medicine,Low,Mild,"44 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Pulmonology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Mycoplasma Walking Pneumonia.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00058,Asbestosis & Occupational Lung Disease,G68.4,Pulmonology & Respiratory Medicine,Critical,Severe,"47 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Pulmonology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Asbestosis & Occupational Lung Disease.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00059,Silicosis,H69.5,Pulmonology & Respiratory Medicine,Low,Mild,"5 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Pulmonology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Silicosis.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00060,Sleep Apnea Syndrome (Obstructive),I70.6,Pulmonology & Respiratory Medicine,Moderate,Moderate,"8 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Pulmonology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Sleep Apnea Syndrome (Obstructive).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00061,Central Sleep Apnea,J71.7,Pulmonology & Respiratory Medicine,High,Severe,"11 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Pulmonology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Central Sleep Apnea.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00062,Pulmonary Alveolar Proteinosis,K72.8,Pulmonology & Respiratory Medicine,Moderate,Moderate,"14 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Pulmonology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Pulmonary Alveolar Proteinosis.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00063,Cystic Fibrosis (Adult),L73.0,Pulmonology & Respiratory Medicine,Low,Mild,"17 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Pulmonology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Cystic Fibrosis (Adult).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00064,Acute Respiratory Distress Syndrome (ARDS),M74.1,Pulmonology & Respiratory Medicine,Critical,Severe,"20 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Pulmonology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Acute Respiratory Distress Syndrome (ARDS).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00065,Tracheomalacia,N75.2,Pulmonology & Respiratory Medicine,Low,Mild,"23 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Pulmonology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Tracheomalacia.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00066,Bronchopulmonary Dysplasia,O76.3,Pulmonology & Respiratory Medicine,Moderate,Moderate,"26 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Pulmonology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Bronchopulmonary Dysplasia.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00067,Laryngotracheobronchitis (Croup),P77.4,Pulmonology & Respiratory Medicine,High,Severe,"29 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Pulmonology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Laryngotracheobronchitis (Croup).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00068,Pertussis (Whooping Cough),Q78.5,Pulmonology & Respiratory Medicine,Moderate,Moderate,"32 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Pulmonology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Pertussis (Whooping Cough).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00069,Bronchiolitis Obliterans,R79.6,Pulmonology & Respiratory Medicine,Low,Mild,"35 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Pulmonology, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Bronchiolitis Obliterans.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
