disease_id,disease_name,symptom_id,symptom_name,association_weight,is_primary_symptom
DIS_00314,Monoclonal Gammopathy (MGUS),SYM_00005,Chronic Fatigue,0.83,0
DIS_00314,Monoclonal Gammopathy (MGUS),SYM_00002,Low Grade Fever,0.71,0
DIS_00314,Monoclonal Gammopathy (MGUS),SYM_00009,Loss of Appetite,0.59,0
DIS_00315,Hemophagocytic Lymphohistiocytosis (HLH),SYM_00010,Generalized Malaise,0.95,1
DIS_00315,Hemophagocytic Lymphohistiocytosis (HLH),SYM_00005,Chronic Fatigue,0.83,0
DIS_00315,Hemophagocytic Lymphohistiocytosis (HLH),SYM_00002,Low Grade Fever,0.71,0
DIS_00315,Hemophagocytic Lymphohistiocytosis (HLH),SYM_00009,Loss of Appetite,0.59,0
DIS_00316,Generalized Anxiety Disorder (GAD),SYM_00010,Generalized Malaise,0.95,1
DIS_00316,Generalized Anxiety Disorder (GAD),SYM_00005,Chronic Fatigue,0.83,0
DIS_00316,Generalized Anxiety Disorder (GAD),SYM_00002,Low Grade Fever,0.71,0
DIS_00316,Generalized Anxiety Disorder (GAD),SYM_00009,Loss of Appetite,0.59,0
DIS_00317,Panic Disorder with Agoraphobia,SYM_00010,Generalized Malaise,0.95,1
DIS_00317,Panic Disorder with Agoraphobia,SYM_00005,Chronic Fatigue,0.83,0
DIS_00317,Panic Disorder with Agoraphobia,SYM_00002,Low Grade Fever,0.71,0
DIS_00317,Panic Disorder with Agoraphobia,SYM_00009,Loss of Appetite,0.59,0
DIS_00318,Social Anxiety Disorder (Social Phobia),SYM_00010,Generalized Malaise,0.95,1
DIS_00318,Social Anxiety Disorder (Social Phobia),SYM_00005,Chronic Fatigue,0.83,0
DIS_00318,Social Anxiety Disorder (Social Phobia),SYM_00002,Low Grade Fever,0.71,0
DIS_00318,Social Anxiety Disorder (Social Phobia),SYM_00009,Loss of Appetite,0.59,0
DIS_00319,Obsessive-Compulsive Disorder (OCD),SYM_00010,Generalized Malaise,0.95,1
DIS_00319,Obsessive-Compulsive Disorder (OCD),SYM_00005,Chronic Fatigue,0.83,0
DIS_00319,Obsessive-Compulsive Disorder (OCD),SYM_00002,Low Grade Fever,0.71,0
DIS_00319,Obsessive-Compulsive Disorder (OCD),SYM_00009,Loss of Appetite,0.59,0
DIS_00320,Post-Traumatic Stress Disorder (PTSD),SYM_00010,Generalized Malaise,0.95,1
DIS_00320,Post-Traumatic Stress Disorder (PTSD),SYM_00005,Chronic Fatigue,0.83,0
DIS_00320,Post-Traumatic Stress Disorder (PTSD),SYM_00002,Low Grade Fever,0.71,0
DIS_00320,Post-Traumatic Stress Disorder (PTSD),SYM_00009,Loss of Appetite,0.59,0
DIS_00321,Bipolar I Disorder (Manic/Depressed),SYM_00010,Generalized Malaise,0.95,1
DIS_00321,Bipolar I Disorder (Manic/Depressed),SYM_00005,Chronic Fatigue,0.83,0
DIS_00321,Bipolar I Disorder (Manic/Depressed),SYM_00002,Low Grade Fever,0.71,0
DIS_00321,Bipolar I Disorder (Manic/Depressed),SYM_00009,Loss of Appetite,0.59,0
DIS_00322,Bipolar II Disorder (Hypomanic),SYM_00010,Generalized Malaise,0.95,1
DIS_00322,Bipolar II Disorder (Hypomanic),SYM_00005,Chronic Fatigue,0.83,0
DIS_00322,Bipolar II Disorder (Hypomanic),SYM_00002,Low Grade Fever,0.71,0
DIS_00322,Bipolar II Disorder (Hypomanic),SYM_00009,Loss of Appetite,0.59,0
DIS_00323,Cyclothymic Disorder,SYM_00010,Generalized Malaise,0.95,1
DIS_00323,Cyclothymic Disorder,SYM_00005,Chronic Fatigue,0.83,0
DIS_00323,Cyclothymic Disorder,SYM_00002,Low Grade Fever,0.71,0
DIS_00323,Cyclothymic Disorder,SYM_00009,Loss of Appetite,0.59,0
DIS_00324,Persistent Depressive Disorder (Dysthymia),SYM_00010,Generalized Malaise,0.95,1
DIS_00324,Persistent Depressive Disorder (Dysthymia),SYM_00005,Chronic Fatigue,0.83,0
DIS_00324,Persistent Depressive Disorder (Dysthymia),SYM_00002,Low Grade Fever,0.71,0
DIS_00324,Persistent Depressive Disorder (Dysthymia),SYM_00009,Loss of Appetite,0.59,0
DIS_00325,Schizophrenia (Paranoid Type),SYM_00010,Generalized Malaise,0.95,1
DIS_00325,Schizophrenia (Paranoid Type),SYM_00005,Chronic Fatigue,0.83,0
DIS_00325,Schizophrenia (Paranoid Type),SYM_00002,Low Grade Fever,0.71,0
DIS_00325,Schizophrenia (Paranoid Type),SYM_00009,Loss of Appetite,0.59,0
DIS_00326,Schizoaffective Disorder,SYM_00010,Generalized Malaise,0.95,1
DIS_00326,Schizoaffective Disorder,SYM_00005,Chronic Fatigue,0.83,0
DIS_00326,Schizoaffective Disorder,SYM_00002,Low Grade Fever,0.71,0
DIS_00326,Schizoaffective Disorder,SYM_00009,Loss of Appetite,0.59,0
DIS_00327,Borderline Personality Disorder,SYM_00010,Generalized Malaise,0.95,1
DIS_00327,Borderline Personality Disorder,SYM_00005,Chronic Fatigue,0.83,0
DIS_00327,Borderline Personality Disorder,SYM_00002,Low Grade Fever,0.71,0
DIS_00327,Borderline Personality Disorder,SYM_00009,Loss of Appetite,0.59,0
DIS_00328,Attention Deficit Hyperactivity Disorder (ADHD),SYM_00010,Generalized Malaise,0.95,1
DIS_00328,Attention Deficit Hyperactivity Disorder (ADHD),SYM_00005,Chronic Fatigue,0.83,0
DIS_00328,Attention Deficit Hyperactivity Disorder (ADHD),SYM_00002,Low Grade Fever,0.71,0
DIS_00328,Attention Deficit Hyperactivity Disorder (ADHD),SYM_00009,Loss of Appetite,0.59,0
DIS_00329,Autism Spectrum Condition (Adult),SYM_00010,Generalized Malaise,0.95,1
DIS_00329,Autism Spectrum Condition (Adult),SYM_00005,Chronic Fatigue,0.83,0
DIS_00329,Autism Spectrum Condition (Adult),SYM_00002,Low Grade Fever,0.71,0
DIS_00329,Autism Spectrum Condition (Adult),SYM_00009,Loss of Appetite,0.59,0
DIS_00330,Anorexia Nervosa,SYM_00010,Generalized Malaise,0.95,1
DIS_00330,Anorexia Nervosa,SYM_00005,Chronic Fatigue,0.83,0
DIS_00330,Anorexia Nervosa,SYM_00002,Low Grade Fever,0.71,0
DIS_00330,Anorexia Nervosa,SYM_00009,Loss of Appetite,0.59,0
DIS_00331,Bulimia Nervosa,SYM_00010,Generalized Malaise,0.95,1
DIS_00331,Bulimia Nervosa,SYM_00005,Chronic Fatigue,0.83,0
DIS_00331,Bulimia Nervosa,SYM_00002,Low Grade Fever,0.71,0
DIS_00331,Bulimia Nervosa,SYM_00009,Loss of Appetite,0.59,0
DIS_00332,Binge Eating Disorder,SYM_00010,Generalized Malaise,0.95,1
DIS_00332,Binge Eating Disorder,SYM_00005,Chronic Fatigue,0.83,0
DIS_00332,Binge Eating Disorder,SYM_00002,Low Grade Fever,0.71,0
DIS_00332,Binge Eating Disorder,SYM_00009,Loss of Appetite,0.59,0
DIS_00333,Insomnia Disorder (Chronic),SYM_00010,Generalized Malaise,0.95,1
DIS_00333,Insomnia Disorder (Chronic),SYM_00005,Chronic Fatigue,0.83,0
DIS_00333,Insomnia Disorder (Chronic),SYM_00002,Low Grade Fever,0.71,0
DIS_00333,Insomnia Disorder (Chronic),SYM_00009,Loss of Appetite,0.59,0
DIS_00334,Narcolepsy Type 1 (with Cataplexy),SYM_00010,Generalized Malaise,0.95,1
DIS_00334,Narcolepsy Type 1 (with Cataplexy),SYM_00005,Chronic Fatigue,0.83,0
DIS_00334,Narcolepsy Type 1 (with Cataplexy),SYM_00002,Low Grade Fever,0.71,0
DIS_00334,Narcolepsy Type 1 (with Cataplexy),SYM_00009,Loss of Appetite,0.59,0
DIS_00335,Somatic Symptom Disorder,SYM_00010,Generalized Malaise,0.95,1
DIS_00335,Somatic Symptom Disorder,SYM_00005,Chronic Fatigue,0.83,0
DIS_00335,Somatic Symptom Disorder,SYM_00002,Low Grade Fever,0.71,0
DIS_00335,Somatic Symptom Disorder,SYM_00009,Loss of Appetite,0.59,0
DIS_00336,Illness Anxiety Disorder (Hypochondriasis),SYM_00010,Generalized Malaise,0.95,1
DIS_00336,Illness Anxiety Disorder (Hypochondriasis),SYM_00005,Chronic Fatigue,0.83,0
DIS_00336,Illness Anxiety Disorder (Hypochondriasis),SYM_00002,Low Grade Fever,0.71,0
DIS_00336,Illness Anxiety Disorder (Hypochondriasis),SYM_00009,Loss of Appetite,0.59,0
DIS_00337,Dissociative Identity Disorder,SYM_00010,Generalized Malaise,0.95,1
DIS_00337,Dissociative Identity Disorder,SYM_00005,Chronic Fatigue,0.83,0
DIS_00337,Dissociative Identity Disorder,SYM_00002,Low Grade Fever,0.71,0
DIS_00337,Dissociative Identity Disorder,SYM_00009,Loss of Appetite,0.59,0
DIS_00338,Premenstrual Dysphoric Disorder (PMDD),SYM_00010,Generalized Malaise,0.95,1
DIS_00338,Premenstrual Dysphoric Disorder (PMDD),SYM_00005,Chronic Fatigue,0.83,0
DIS_00338,Premenstrual Dysphoric Disorder (PMDD),SYM_00002,Low Grade Fever,0.71,0
DIS_00338,Premenstrual Dysphoric Disorder (PMDD),SYM_00009,Loss of Appetite,0.59,0
DIS_00339,Seasonal Affective Disorder (SAD),SYM_00010,Generalized Malaise,0.95,1
DIS_00339,Seasonal Affective Disorder (SAD),SYM_00005,Chronic Fatigue,0.83,0
DIS_00339,Seasonal Affective Disorder (SAD),SYM_00002,Low Grade Fever,0.71,0
DIS_00339,Seasonal Affective Disorder (SAD),SYM_00009,Loss of Appetite,0.59,0
DIS_00340,Adjustment Disorder with Anxiety,SYM_00010,Generalized Malaise,0.95,1
DIS_00340,Adjustment Disorder with Anxiety,SYM_00005,Chronic Fatigue,0.83,0
DIS_00340,Adjustment Disorder with Anxiety,SYM_00002,Low Grade Fever,0.71,0
DIS_00340,Adjustment Disorder with Anxiety,SYM_00009,Loss of Appetite,0.59,0
DIS_00341,Delusional Disorder,SYM_00010,Generalized Malaise,0.95,1
DIS_00341,Delusional Disorder,SYM_00005,Chronic Fatigue,0.83,0
DIS_00341,Delusional Disorder,SYM_00002,Low Grade Fever,0.71,0
DIS_00341,Delusional Disorder,SYM_00009,Loss of Appetite,0.59,0
DIS_00342,Agitation & Psychomotor Restlessness,SYM_00010,Generalized Malaise,0.95,1
DIS_00342,Agitation & Psychomotor Restlessness,SYM_00005,Chronic Fatigue,0.83,0
DIS_00342,Agitation & Psychomotor Restlessness,SYM_00002,Low Grade Fever,0.71,0
DIS_00342,Agitation & Psychomotor Restlessness,SYM_00009,Loss of Appetite,0.59,0
DIS_00343,Substance Use Disorder (Alcohol),SYM_00010,Generalized Malaise,0.95,1
DIS_00343,Substance Use Disorder (Alcohol),SYM_00005,Chronic Fatigue,0.83,0
DIS_00343,Substance Use Disorder (Alcohol),SYM_00002,Low Grade Fever,0.71,0
DIS_00343,Substance Use Disorder (Alcohol),SYM_00009,Loss of Appetite,0.59,0
DIS_00344,Cannabis Induced Anxiety,SYM_00010,Generalized Malaise,0.95,1
DIS_00344,Cannabis Induced Anxiety,SYM_00005,Chronic Fatigue,0.83,0
DIS_00344,Cannabis Induced Anxiety,SYM_00002,Low Grade Fever,0.71,0
DIS_00344,Cannabis Induced Anxiety,SYM_00009,Loss of Appetite,0.59,0
DIS_00345,Nicotine Dependence,SYM_00010,Generalized Malaise,0.95,1
DIS_00345,Nicotine Dependence,SYM_00005,Chronic Fatigue,0.83,0
DIS_00345,Nicotine Dependence,SYM_00002,Low Grade Fever,0.71,0
DIS_00345,Nicotine Dependence,SYM_00009,Loss of Appetite,0.59,0
DIS_00346,Primary Open-Angle Glaucoma,SYM_01541,Chronic Photophobia (Cornea),0.95,1
DIS_00346,Primary Open-Angle Glaucoma,SYM_01544,Chronic Diplopia (Cornea),0.83,0
DIS_00346,Primary Open-Angle Glaucoma,SYM_01548,Chronic Visual Field Loss (Cornea),0.71,0
DIS_00346,Primary Open-Angle Glaucoma,SYM_00001,High Grade Fever,0.59,0
DIS_00347,Acute Angle-Closure Glaucoma,SYM_01542,Chronic Blurred Vision (Cornea),0.95,1
DIS_00347,Acute Angle-Closure Glaucoma,SYM_01545,Chronic Conjunctival Redness (Cornea),0.83,0
DIS_00347,Acute Angle-Closure Glaucoma,SYM_01549,Chronic Grittiness (Cornea),0.71,0
DIS_00347,Acute Angle-Closure Glaucoma,SYM_00002,Low Grade Fever,0.59,0
DIS_00348,Age-Related Macular Degeneration (Dry),SYM_01543,Chronic Eye Strain (Cornea),0.95,1
DIS_00348,Age-Related Macular Degeneration (Dry),SYM_01546,Chronic Ocular Discharge (Cornea),0.83,0
DIS_00348,Age-Related Macular Degeneration (Dry),SYM_01550,Chronic Eye Pain (Cornea),0.71,0
DIS_00348,Age-Related Macular Degeneration (Dry),SYM_00003,Intermittent Fever,0.59,0
DIS_00349,Age-Related Macular Degeneration (Wet),SYM_01544,Chronic Diplopia (Cornea),0.95,1
DIS_00349,Age-Related Macular Degeneration (Wet),SYM_01547,Chronic Floaters (Cornea),0.83,0
DIS_00349,Age-Related Macular Degeneration (Wet),SYM_01551,Chronic Photophobia (Retina),0.71,0
DIS_00349,Age-Related Macular Degeneration (Wet),SYM_00004,Chills with Shivering,0.59,0
DIS_00350,Diabetic Retinopathy (Proliferative),SYM_01545,Chronic Conjunctival Redness (Cornea),0.95,1
DIS_00350,Diabetic Retinopathy (Proliferative),SYM_01548,Chronic Visual Field Loss (Cornea),0.83,0
DIS_00350,Diabetic Retinopathy (Proliferative),SYM_01552,Chronic Blurred Vision (Retina),0.71,0
DIS_00350,Diabetic Retinopathy (Proliferative),SYM_00005,Chronic Fatigue,0.59,0
DIS_00351,Cataract (Nuclear Sclerotic),SYM_01546,Chronic Ocular Discharge (Cornea),0.95,1
DIS_00351,Cataract (Nuclear Sclerotic),SYM_01549,Chronic Grittiness (Cornea),0.83,0
DIS_00351,Cataract (Nuclear Sclerotic),SYM_01553,Chronic Eye Strain (Retina),0.71,0
DIS_00351,Cataract (Nuclear Sclerotic),SYM_00006,Unexplained Weight Loss,0.59,0
DIS_00352,Retinal Detachment (Rhegmatogenous),SYM_01547,Chronic Floaters (Cornea),0.95,1
DIS_00352,Retinal Detachment (Rhegmatogenous),SYM_01550,Chronic Eye Pain (Cornea),0.83,0
DIS_00352,Retinal Detachment (Rhegmatogenous),SYM_01554,Chronic Diplopia (Retina),0.71,0
DIS_00352,Retinal Detachment (Rhegmatogenous),SYM_00007,Rapid Weight Gain,0.59,0
DIS_00353,Central Retinal Artery Occlusion,SYM_01548,Chronic Visual Field Loss (Cornea),0.95,1
DIS_00353,Central Retinal Artery Occlusion,SYM_01551,Chronic Photophobia (Retina),0.83,0
DIS_00353,Central Retinal Artery Occlusion,SYM_01555,Chronic Conjunctival Redness (Retina),0.71,0
DIS_00353,Central Retinal Artery Occlusion,SYM_00008,Profuse Night Sweats,0.59,0
DIS_00354,Central Retinal Vein Occlusion,SYM_01549,Chronic Grittiness (Cornea),0.95,1
DIS_00354,Central Retinal Vein Occlusion,SYM_01552,Chronic Blurred Vision (Retina),0.83,0
DIS_00354,Central Retinal Vein Occlusion,SYM_01556,Chronic Ocular Discharge (Retina),0.71,0
DIS_00354,Central Retinal Vein Occlusion,SYM_00009,Loss of Appetite,0.59,0
DIS_00355,Anterior Uveitis (Iritis),SYM_01550,Chronic Eye Pain (Cornea),0.95,1
DIS_00355,Anterior Uveitis (Iritis),SYM_01553,Chronic Eye Strain (Retina),0.83,0
DIS_00355,Anterior Uveitis (Iritis),SYM_01557,Chronic Floaters (Retina),0.71,0
DIS_00355,Anterior Uveitis (Iritis),SYM_00010,Generalized Malaise,0.59,0
DIS_00356,Posterior Scleritis,SYM_01551,Chronic Photophobia (Retina),0.95,1
DIS_00356,Posterior Scleritis,SYM_01554,Chronic Diplopia (Retina),0.83,0
DIS_00356,Posterior Scleritis,SYM_01558,Chronic Visual Field Loss (Retina),0.71,0
DIS_00356,Posterior Scleritis,SYM_00011,Cold Intolerance,0.59,0
DIS_00357,Episcleritis,SYM_01552,Chronic Blurred Vision (Retina),0.95,1
DIS_00357,Episcleritis,SYM_01555,Chronic Conjunctival Redness (Retina),0.83,0
DIS_00357,Episcleritis,SYM_01559,Chronic Grittiness (Retina),0.71,0
DIS_00357,Episcleritis,SYM_00012,Heat Intolerance,0.59,0
DIS_00358,Bacterial Keratitis,SYM_01553,Chronic Eye Strain (Retina),0.95,1
DIS_00358,Bacterial Keratitis,SYM_01556,Chronic Ocular Discharge (Retina),0.83,0
DIS_00358,Bacterial Keratitis,SYM_01560,Chronic Eye Pain (Retina),0.71,0
DIS_00358,Bacterial Keratitis,SYM_00013,Generalized Edema,0.59,0
DIS_00359,Herpes Simplex Keratitis,SYM_01554,Chronic Diplopia (Retina),0.95,1
DIS_00359,Herpes Simplex Keratitis,SYM_01557,Chronic Floaters (Retina),0.83,0
DIS_00359,Herpes Simplex Keratitis,SYM_01561,Chronic Photophobia (Optic Nerve),0.71,0
DIS_00359,Herpes Simplex Keratitis,SYM_00014,Easy Bruising,0.59,0
DIS_00360,Corneal Ulcer (Acanthamoeba),SYM_01555,Chronic Conjunctival Redness (Retina),0.95,1
DIS_00360,Corneal Ulcer (Acanthamoeba),SYM_01558,Chronic Visual Field Loss (Retina),0.83,0
DIS_00360,Corneal Ulcer (Acanthamoeba),SYM_01562,Chronic Blurred Vision (Optic Nerve),0.71,0
DIS_00360,Corneal Ulcer (Acanthamoeba),SYM_00015,Extreme Thirst,0.59,0
DIS_00361,Blepharitis (Posterior Meibomian),SYM_01556,Chronic Ocular Discharge (Retina),0.95,1
DIS_00361,Blepharitis (Posterior Meibomian),SYM_01559,Chronic Grittiness (Retina),0.83,0
DIS_00361,Blepharitis (Posterior Meibomian),SYM_01563,Chronic Eye Strain (Optic Nerve),0.71,0
DIS_00361,Blepharitis (Posterior Meibomian),SYM_00016,Acute Dry Cough,0.59,0
DIS_00362,Hordeolum (Stye),SYM_01557,Chronic Floaters (Retina),0.95,1
DIS_00362,Hordeolum (Stye),SYM_01560,Chronic Eye Pain (Retina),0.83,0
DIS_00362,Hordeolum (Stye),SYM_01564,Chronic Diplopia (Optic Nerve),0.71,0
DIS_00362,Hordeolum (Stye),SYM_00017,Productive Mucopurulent Cough,0.59,0
DIS_00363,Chalazion,SYM_01558,Chronic Visual Field Loss (Retina),0.95,1
DIS_00363,Chalazion,SYM_01561,Chronic Photophobia (Optic Nerve),0.83,0
DIS_00363,Chalazion,SYM_01565,Chronic Conjunctival Redness (Optic Nerve),0.71,0
DIS_00363,Chalazion,SYM_00018,Coughing Blood,0.59,0
DIS_00364,Pterygium,SYM_01559,Chronic Grittiness (Retina),0.95,1
DIS_00364,Pterygium,SYM_01562,Chronic Blurred Vision (Optic Nerve),0.83,0
DIS_00364,Pterygium,SYM_01566,Chronic Ocular Discharge (Optic Nerve),0.71,0
DIS_00364,Pterygium,SYM_00019,Shortness of Breath at Rest,0.59,0
DIS_00365,Optic Neuritis,SYM_01560,Chronic Eye Pain (Retina),0.95,1
DIS_00365,Optic Neuritis,SYM_01563,Chronic Eye Strain (Optic Nerve),0.83,0
DIS_00365,Optic Neuritis,SYM_01567,Chronic Floaters (Optic Nerve),0.71,0
DIS_00365,Optic Neuritis,SYM_00020,Exertional Breathlessness,0.59,0
DIS_00366,Papilledema,SYM_01561,Chronic Photophobia (Optic Nerve),0.95,1
DIS_00366,Papilledema,SYM_01564,Chronic Diplopia (Optic Nerve),0.83,0
DIS_00366,Papilledema,SYM_01568,Chronic Visual Field Loss (Optic Nerve),0.71,0
DIS_00366,Papilledema,SYM_00021,Expiratory Wheezing,0.59,0
DIS_00367,Dry Eye Syndrome (Keratoconjunctivitis Sicca),SYM_01562,Chronic Blurred Vision (Optic Nerve),0.95,1
DIS_00367,Dry Eye Syndrome (Keratoconjunctivitis Sicca),SYM_01565,Chronic Conjunctival Redness (Optic Nerve),0.83,0
DIS_00367,Dry Eye Syndrome (Keratoconjunctivitis Sicca),SYM_01569,Chronic Grittiness (Optic Nerve),0.71,0
DIS_00367,Dry Eye Syndrome (Keratoconjunctivitis Sicca),SYM_00022,Pleuritic Chest Pain,0.59,0
DIS_00368,Allergic Conjunctivitis (Vernal),SYM_01563,Chronic Eye Strain (Optic Nerve),0.95,1
DIS_00368,Allergic Conjunctivitis (Vernal),SYM_01566,Chronic Ocular Discharge (Optic Nerve),0.83,0
DIS_00368,Allergic Conjunctivitis (Vernal),SYM_01570,Chronic Eye Pain (Optic Nerve),0.71,0
DIS_00368,Allergic Conjunctivitis (Vernal),SYM_00023,Stridor,0.59,0
DIS_00369,Thyroid Eye Disease (Graves Orbitopathy),SYM_01564,Chronic Diplopia (Optic Nerve),0.95,1
DIS_00369,Thyroid Eye Disease (Graves Orbitopathy),SYM_01567,Chronic Floaters (Optic Nerve),0.83,0
DIS_00369,Thyroid Eye Disease (Graves Orbitopathy),SYM_01571,Chronic Photophobia (Conjunctiva),0.71,0
DIS_00369,Thyroid Eye Disease (Graves Orbitopathy),SYM_00024,Orthopnea,0.59,0
DIS_00370,Keratoconus,SYM_01565,Chronic Conjunctival Redness (Optic Nerve),0.95,1
DIS_00370,Keratoconus,SYM_01568,Chronic Visual Field Loss (Optic Nerve),0.83,0
DIS_00370,Keratoconus,SYM_01572,Chronic Blurred Vision (Conjunctiva),0.71,0
DIS_00370,Keratoconus,SYM_00025,Rapid Shallow Respiration,0.59,0
DIS_00371,Strabismus (Esotropia),SYM_01566,Chronic Ocular Discharge (Optic Nerve),0.95,1
DIS_00371,Strabismus (Esotropia),SYM_01569,Chronic Grittiness (Optic Nerve),0.83,0
DIS_00371,Strabismus (Esotropia),SYM_01573,Chronic Eye Strain (Conjunctiva),0.71,0
DIS_00371,Strabismus (Esotropia),SYM_00026,Crushing Retrosternal Chest Pain,0.59,0
DIS_00372,Amblyopia,SYM_01567,Chronic Floaters (Optic Nerve),0.95,1
DIS_00372,Amblyopia,SYM_01570,Chronic Eye Pain (Optic Nerve),0.83,0
DIS_00372,Amblyopia,SYM_01574,Chronic Diplopia (Conjunctiva),0.71,0
DIS_00372,Amblyopia,SYM_00027,Heart Palpitations,0.59,0
DIS_00373,Presbyopia,SYM_01568,Chronic Visual Field Loss (Optic Nerve),0.95,1
DIS_00373,Presbyopia,SYM_01571,Chronic Photophobia (Conjunctiva),0.83,0
DIS_00373,Presbyopia,SYM_01575,Chronic Conjunctival Redness (Conjunctiva),0.71,0
DIS_00373,Presbyopia,SYM_00028,Syncope / Fainting,0.59,0
DIS_00374,Vitreous Hemorrhage,SYM_01569,Chronic Grittiness (Optic Nerve),0.95,1
DIS_00374,Vitreous Hemorrhage,SYM_01572,Chronic Blurred Vision (Conjunctiva),0.83,0
DIS_00374,Vitreous Hemorrhage,SYM_01576,Chronic Ocular Discharge (Conjunctiva),0.71,0
DIS_00374,Vitreous Hemorrhage,SYM_00029,Bilateral Ankle Swelling,0.59,0
DIS_00375,Ocular Migraine,SYM_01570,Chronic Eye Pain (Optic Nerve),0.95,1
DIS_00375,Ocular Migraine,SYM_01573,Chronic Eye Strain (Conjunctiva),0.83,0
DIS_00375,Ocular Migraine,SYM_01577,Chronic Floaters (Conjunctiva),0.71,0
DIS_00375,Ocular Migraine,SYM_00030,Cold Clammy Extremities,0.59,0
DIS_00376,Acute Bacterial Rhinosinusitis,SYM_00010,Generalized Malaise,0.95,1
DIS_00376,Acute Bacterial Rhinosinusitis,SYM_00005,Chronic Fatigue,0.83,0
DIS_00376,Acute Bacterial Rhinosinusitis,SYM_00002,Low Grade Fever,0.71,0
DIS_00376,Acute Bacterial Rhinosinusitis,SYM_00009,Loss of Appetite,0.59,0
DIS_00377,Chronic Hyperplastic Sinusitis,SYM_00010,Generalized Malaise,0.95,1
DIS_00377,Chronic Hyperplastic Sinusitis,SYM_00005,Chronic Fatigue,0.83,0
DIS_00377,Chronic Hyperplastic Sinusitis,SYM_00002,Low Grade Fever,0.71,0
DIS_00377,Chronic Hyperplastic Sinusitis,SYM_00009,Loss of Appetite,0.59,0
DIS_00378,Allergic Rhinitis (Seasonal Pollen),SYM_00010,Generalized Malaise,0.95,1
DIS_00378,Allergic Rhinitis (Seasonal Pollen),SYM_00005,Chronic Fatigue,0.83,0
DIS_00378,Allergic Rhinitis (Seasonal Pollen),SYM_00002,Low Grade Fever,0.71,0
DIS_00378,Allergic Rhinitis (Seasonal Pollen),SYM_00009,Loss of Appetite,0.59,0
DIS_00379,Vasomotor Rhinitis,SYM_00010,Generalized Malaise,0.95,1
DIS_00379,Vasomotor Rhinitis,SYM_00005,Chronic Fatigue,0.83,0
DIS_00379,Vasomotor Rhinitis,SYM_00002,Low Grade Fever,0.71,0
DIS_00379,Vasomotor Rhinitis,SYM_00009,Loss of Appetite,0.59,0
DIS_00380,Nasal Polyposis,SYM_00010,Generalized Malaise,0.95,1
DIS_00380,Nasal Polyposis,SYM_00005,Chronic Fatigue,0.83,0
DIS_00380,Nasal Polyposis,SYM_00002,Low Grade Fever,0.71,0
DIS_00380,Nasal Polyposis,SYM_00009,Loss of Appetite,0.59,0
DIS_00381,Acute Otitis Media (Suppurative),SYM_00010,Generalized Malaise,0.95,1
DIS_00381,Acute Otitis Media (Suppurative),SYM_00005,Chronic Fatigue,0.83,0
DIS_00381,Acute Otitis Media (Suppurative),SYM_00002,Low Grade Fever,0.71,0
DIS_00381,Acute Otitis Media (Suppurative),SYM_00009,Loss of Appetite,0.59,0
DIS_00382,Otitis Media with Effusion,SYM_00010,Generalized Malaise,0.95,1
DIS_00382,Otitis Media with Effusion,SYM_00005,Chronic Fatigue,0.83,0
DIS_00382,Otitis Media with Effusion,SYM_00002,Low Grade Fever,0.71,0
DIS_00382,Otitis Media with Effusion,SYM_00009,Loss of Appetite,0.59,0
DIS_00383,Otitis Externa (Swimmer's Ear),SYM_00010,Generalized Malaise,0.95,1
DIS_00383,Otitis Externa (Swimmer's Ear),SYM_00005,Chronic Fatigue,0.83,0
DIS_00383,Otitis Externa (Swimmer's Ear),SYM_00002,Low Grade Fever,0.71,0
DIS_00383,Otitis Externa (Swimmer's Ear),SYM_00009,Loss of Appetite,0.59,0
DIS_00384,Malignant Otitis Externa,SYM_00010,Generalized Malaise,0.95,1
DIS_00384,Malignant Otitis Externa,SYM_00005,Chronic Fatigue,0.83,0
DIS_00384,Malignant Otitis Externa,SYM_00002,Low Grade Fever,0.71,0
DIS_00384,Malignant Otitis Externa,SYM_00009,Loss of Appetite,0.59,0
DIS_00385,Tympanic Membrane Perforation,SYM_00010,Generalized Malaise,0.95,1
DIS_00385,Tympanic Membrane Perforation,SYM_00005,Chronic Fatigue,0.83,0
DIS_00385,Tympanic Membrane Perforation,SYM_00002,Low Grade Fever,0.71,0
DIS_00385,Tympanic Membrane Perforation,SYM_00009,Loss of Appetite,0.59,0
DIS_00386,Otosclerosis (Conductive Loss),SYM_00010,Generalized Malaise,0.95,1
DIS_00386,Otosclerosis (Conductive Loss),SYM_00005,Chronic Fatigue,0.83,0
DIS_00386,Otosclerosis (Conductive Loss),SYM_00002,Low Grade Fever,0.71,0
DIS_00386,Otosclerosis (Conductive Loss),SYM_00009,Loss of Appetite,0.59,0
DIS_00387,Sensorineural Hearing Loss (Sudden),SYM_00010,Generalized Malaise,0.95,1
DIS_00387,Sensorineural Hearing Loss (Sudden),SYM_00005,Chronic Fatigue,0.83,0
DIS_00387,Sensorineural Hearing Loss (Sudden),SYM_00002,Low Grade Fever,0.71,0
DIS_00387,Sensorineural Hearing Loss (Sudden),SYM_00009,Loss of Appetite,0.59,0
DIS_00388,Noise-Induced Hearing Loss,SYM_00010,Generalized Malaise,0.95,1
DIS_00388,Noise-Induced Hearing Loss,SYM_00005,Chronic Fatigue,0.83,0
